id,title,search_role,job_description,extracted_skills,skills_count
4399155002.0,Principal Software Engineer 1,Software Engineer,"About the job

Mekari is Indonesia's no. 1 Software-as-a-Service (SaaS) company. With our ecosystem of software solutions—including Mekari Jurnal, Mekari Talenta, Mekari Qontak, and Mekari Flex, we aim to facilitate entrepreneurs and leaders as they accelerate the digital transformation of their businesses.

In our 10+ years of journey we have reached over 1 Million platform users, and we're not planning to stop any time soon. We need more people like you: builders and owners with calculated ambition who are ready to #ElevateThroughImpact and raise Indonesia's software standard.

Job Description:

We are now hiring a Principal Software Engineer to work in one of our business unit to establish standards and guidance for engineering teams to follow, ensuring the engineering quality and making impacts across teams.


Designing, coding, and debugging software.
Improving and upgrading the performance of existing software.
Providing training to other engineers.
Recommending new technologies that can help increase productivity.
Supervising and overseeing the technical aspects of the software development projects.
Investigating software-related complaints and making necessary adjustments to ensure optimal software performance.
Regularly attending team meetings to discuss projects, brainstorm ideas, and put forward solutions to any issues.
A role model for the junior software engineer team.



Requirements/Qualifications:.


At least 7 years of working experience solving a complex problem through technology
Deep knowledge and experience in several programming languages, mainly: Ruby on Rails, Golang, or Java
Deep knowledge in Object Oriented Programming and MVC
Experience in TDD & versioning tool
Deep knowledge of API, microservices, and caching solutions



Our team will review your application and will be in touch if your application is shortlisted to the next stage. If you do not hear from us in 30 days, we will keep your resume on file in case a relevant opportunity opens up.

Don't forget to check our Recruitment FAQ at https://bit.ly/FAQMekariRecruitment [ENG] or https://bit.ly/FAQRekrutmenMekari [INA] to find the answers to commonly asked questions regarding our recruitment process.

We wish you the best. Hope to see you around soon!","['golang', 'java', 'microservices', 'rails', 'ruby', 'tdd']",6
4397269949.0,Sr. Full Stack Software Engineer,Fullstack Developer,"About the job

Role Purpose

Design and deliver high-quality end-to-end features across backend, frontend, desktop, and integration layers. Ensuring systems

are scalable, reliable, and production-ready. Support seamless integration across distributed systems (edge, AI/ML, and data platforms)

while leveraging AI-assisted development practices to improve efficiency and delivery quality.

Job Description


Build and deliver end-to-end features across backend, frontend, desktop, and system integration layers with a focus on scalability, reliability, and production readiness.
Work closely with the Delivery Lead to make sure technical execution stays aligned with product goals and priorities.
Develop backend services using Rust (Axum, Tokio, Tonic), applying async and concurrent programming.
Build and maintain frontend and desktop applications using React, TypeScript, and Tauri.
Design and implement APIs and service communication (REST, gRPC, Protobuf), including high-performance protocols (QUIC, mTLS, or Zenoh).
Develop and improve desktop applications (e.g., control room or internal tools) as key system interfaces.
Contribute to systems such as 3D geospatial visualization (CesiumJS) and simulation/HMI (Godot, Bevy ECS) when needed.
Work on real-time and edge systems, including sensor integration, data processing, and hardware communication (CAN/J1939).
Integrate AI/ML models into production systems (ONNX).
Contribute to data infrastructure, including streaming (Redpanda), processing (Dragonfly, Tile38), and analytics/storage (ClickHouse).
Ensure code is clean, testable, and easy to maintain, with proper unit and integration testing.
Troubleshoot and resolve issues across development and production environments.
Use AI-assisted tools (Copilot, Cursor, Claude Code) to improve productivity.
Adapt quickly in research driven environments and help turn ideas into reliable production solutions.


Job Requirements


Bachelor’s or Diploma degree in Computer Science, IT, Software Engineering, or a related field.
Minimum 5 years of experience in software engineering, especially in building end-to-end systems.
Strong sense of ownership and responsibility in delivering production-ready systems.
Good understanding of distributed systems, including scalability and reliability.
Hands-on experience with backend development using Rust (Axum, Tokio, Tonic).
Experience with frontend development using React/TypeScript and Tauri (desktop app). 
Solid understanding of API design and communication (REST, gRPC, Protobuf).
Familiar with high-performance communication protocols (QUIC, mTLS, or Zenoh).
Familiar with data infrastructure (Redpanda, Dragonfly, and ClickHouse).
Understanding of AI/ML integration (ONNX).
Experience in testing (unit & integration) and debugging in production environments.
Familiar with modern development workflows (Git, CI/CD, and code reviews).
Experience or exposure to real-time systems, edge computing, or hardware integration is a strong plus.


Apply Now","['ci/cd', 'git', 'react', 'rust', 'solid', 'typescript']",6
3770227353.0,Back-end developer,Backend Developer,"About the job
This job is sourced from a job board. Learn More

Requirements

Daily to-do list will include:

building high-quality reusable code,

developing functional and sustainable applications,

constantly striving to optimise performance and debugging,

being involved and participating in the overall application lifecycle,

defining and communicating technical and design requirements,

constantly learning and trying new technologies.

Our Technology Stack

Java and Kotlin,

Spring Boot,

Maven,

Git, GitLab,

Continuous integration tools (Jenkins, TeamCity …),

Profilers (YourKit …),

OpenEHR.

Skills You Need To Excel At This Job

experience in Java,

passion for learning, growth, and complex challenges,

teamwork and collaboration skills,

English language.

Responsibilities

While we currently don’t have specific job positions available, we are nevertheless actively expanding our back-end talent pool for future opportunities.

Our back-end developers are working with our team of developers, designers, DevOps, analysts, and QA testers. The job involves a lot of coding, debugging, problem-solving, code reviewing, trying new technologies, and staying up to date with current best practices.","['git', 'java', 'jenkins', 'kotlin', 'spring boot']",5
4325642233.0,Senior Software Engineer (BE),Software Engineer,"About the job

About Job

What will you do:


Design and develop solutions for web services
Write code that can be well designed, testable, and efficient using the best software development practices
Collect, improve specifications, requirements based on technical needs
Design, implement, and optimize relational & non-relational databases
Can create, manage software documentation.
Responsible for maintaining, expanding, scaling up our applications
Work together with Product Team to design, develop and implement complex features
Self-organize under scrum methodology to collaborate and deliver features to customers
Implement features with strong awareness of Reliability, Scalability, and Security
Mentor and collaborate with other backend engineers
Perform regular Code Reviews
Create, Plan, and Execute Initiatives that align with company's goals


What Are We Looking


Candidates must possess at least a Bachelor's Degree in Computer Science, Information Technology,Engineering (Computer, Telecommunication), Engineering (Electrical, Electronic, Mechatronic), or Mathematics.
At least 2-3 years of working experience in the related field is required for this position
Proficient in OOP, SQL, Functional Programming is a plus
Have experience of using some RDBMS especially MySQL and PostgreSQL
Experience using Golang as main programming language at least 2 years
Familiar with some build and deployment tools like Jenkins
Experience on using and maintaining some web application server like Apache, NGINX, etc, is a plus point
Experience with creating API based web app with proper authentications
Experience and understanding in implementing automated testing(unit testing and integration testing)
Knowledge of version control systems such as Git or BitBucket, branching mechanism, pull request
A commitment to writing understandable, maintainable, and reusable software
Systematic problem diagnosis, creative problem solving skills, strong willingness to grow
Able to design and understand ERDs and execute complex feature
Able to mentor and collaborate effectively with other Engineer
Strong understanding of good programming principles, architecture, and Design Patterns
High awareness on Reliability, Security, Performance, and Scalability on Feature level
Familiar with agile software development and its respective tools","['agile', 'git', 'golang', 'jenkins', 'mysql', 'oop', 'postgresql', 'scrum', 'sql']",9
4315199287.0,IOS Engineer,DevOps Engineer,"About the job

Job Description


Work side-by-side in a high performance team by occasionally participating in the requirement / specification phase and help to design solutions of a problem or system implementation in iOS.
Carry the execution of a small - large size project that is given by PM / Lead Software Engineer according to its product domain
Contribute in building various mobile app features and screens, enhancing functionalities, bug-fixing required to serve Indodana massive user-base.
Write clean, readable, and testable code within a reasonable timeline.
Code review each other's code and learn the software engineering best practices.
This is a full time job and not an internship position.


Qualifications


A formal degree in Computer Science is preferred, but candidates with demonstrable skills and experience are equally valued
Strong problem solving & software engineering coding skills preferably, but not limited to, Kotlin and Java
Experience in iOS Native. Having developed an iOS app from scratch to publication is a big plus.
Experience in version control (Git) and familiarity with development collaboration tools (GitHub).
High level understanding on how the internet works (HTTP, Server-client interaction, DNS etc).
Passionate in building products, using technology to solve complex & real world problems.
Curiosity to explore creative solutions and try new things to solve challenging problems to pull it all together into a workable solution","['git', 'ios', 'java', 'kotlin']",4
4388208552.0,JavaScript Developer | $55/hr Remote,Backend Developer,"About the job

Position: JavaScript Developer

Type: Contract

Compensation: $20–$55/hour

Location: Remote

Commitment: 10-40 hour/week




Role Responsibilities

Design, develop, and optimize scalable and reusable JavaScript code for web applications.
Collaborate with cross-functional teams to define features and deliver enhancements.
Participate in code reviews and contribute to best practices and continuous improvement.
Troubleshoot, debug, and resolve technical issues across the application stack.
Maintain clear and comprehensive documentation to support collaboration and project continuity.
Stay updated with emerging technologies and incorporate relevant innovations into development workflows.
Communicate technical concepts effectively to both technical and non-technical stakeholders.




Requirements

Proven experience as a JavaScript developer in modern engineering environments.
Strong proficiency in JavaScript, including modern frameworks and libraries.
Bachelor’s degree in Engineering, Computer Science, or a related field.
Excellent written and verbal communication skills in English.
Ability to work effectively in a remote, distributed team environment.
Strong problem-solving and analytical skills.
Familiarity with agile development practices and collaborative tools.




Application Process (Takes 20 Min)

Upload resume
Interview (15 min)
Submit form



Desired Skills and Experience

Javascript","['agile', 'javascript']",2
4370693410.0,Fullstack Engineer - Kredimall (SDE 2),Fullstack Developer,"About the job

As a Fullstack Engineer, you will cover everything from building interfaces and backend services, for a wide range of web-based applications, and involvement in the deployment process. You will be a part of a team who utilizes Javascript technologies such as React/Angular/Vue in frontend development and NodeJS in backend development. The shortlisted will be someone who has strong motivation, good communicator, biased for speed, high ownership and has experience in developing/maintaining scalable web applications.

About This Job


Work with the Product, Business, and Sales teams to gather and understand requirements and deliver scalable solutions.
Design, develop, and maintain new and existing web applications.
Write high quality, maintainable code.
Continuously optimize existing applications to achieve better design and performance.
Ensure web applications are fully deployed, implemented, and functioning.
Participate in design discussions, reviews and propose/implement solutions to technical problems and challenges.


About You


 B.S, M.S, and/or PhD in Computer Science or equivalent.
3+ years of working experience in the Software industry.
Strong understanding of Data Structures, Algorithms, and Computer Science fundamentals.
Experience working on NodeJS and some NodeJS frameworks such as ExpressJS.
Experience working on frontend and client technologies such as JS, CSS3, HTML5, JSON, Angular/React/VueJS, etc.
Proficient in HTTP, Web Services and Restful APIs.
Having a good understanding in SQL query is a plus.
Good Communication skills.
Ability to work well in a team with a positive attitude.","['angular', 'javascript', 'react', 'sql', 'vue']",5
4402206076.0,Full Stack Engineer,Fullstack Developer,"About the job

Fullstack Developer




Minimum Experience

- Minimal 2 tahun pengalaman kerja di bidang terkait




Technical Skills (Wajib)

- PHP: CodeIgniter, Laravel

- JavaScript: 

- Backend: Node.js, Express.js

- Frontend: React.js / Next.js

- Database: MySQL

- Terbiasa menggunakan Git (version control)




Technical Knowledge

- Memahami konsep Software Development Life Cycle (SDLC)

 - Waterfall dan/atau Agile

- Pengalaman menggunakan Agile/Scrum menjadi nilai tambah

- Pengalaman atau exposure di bidang perbankan menjadi nilai plus




Tech Stack Summary

- Backend: PHP (CodeIgniter/Laravel), Node.js (Express.js)

- Frontend: React.js / Next.js

- Database: MySQL

- Tools: Git","['agile', 'express', 'git', 'javascript', 'laravel', 'mysql', 'php', 'react', 'scrum']",9
4302595599.0,"Staff Machine Learning Engineer (India based, relocation provided)",ML Engineer,"About the job

About Agoda

At Agoda, we bridge the world through travel. Our story began in 2005, when two lifelong friends and entrepreneurs, driven by their passion for travel, launched Agoda to make it easier for everyone to explore the world.

Today, we are part of Booking Holdings [NASDAQ: BKNG], with a diverse team of over 7,000 people from 90 countries, working together in offices around the globe. Every day, we connect people to destinations and experiences, with our great deals across our millions of hotels and holiday properties, flights, and experiences worldwide.

No two days are the same at Agoda. Data and technology are at the heart of our culture, fueling our curiosity and innovation. If you’re ready to begin your best journey and help build travel for the world, join us.

Agoda is an online travel booking platform for accommodation, flights, and more. We build and deploy cutting edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ talents coming from 90+ different nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enabling our customers to experience the world.

Get to Know Our Team

The Engineering department oversees all Agoda’s ML and software related requirements. Our goal is to enable and increase Agoda’s business through creative approaches and the implementation of powerful resources such as operational and analytical databases, ML driven solutions, queue systems and data monitoring tools. We hire the brightest minds from around the world to take on this challenge and equip them with the knowledge and tools that contribute to their personal growth and success while supporting our company’s culture of diversity and experimentation. The role the engineering team plays at Agoda is critical as business users, product managers, and many others rely on us to empower their decision making. We are equally dedicated to our customers by improving their search experience with faster results and protecting them from any fraudulent activities. Data is interesting only when you have enough of it, and we have plenty. This is what drives up the challenge as part of the ML engineering squad, but also the reward. We work across structured and non-structured data at scale. For example, our current ML models process millions of images every day to try and enhance the experience that our users get from our app.

Why Agoda Engineering Team (ML role)?

Our engineering teams are at the intersection of business analytics, ml engineering, data warehousing and software engineering. Our job involves dealing with distributed systems, stream processing, ml modeling and computation at tens of PB Scale. We focus on software engineering related to data replication, storage, centralized computation, and Data API’s. By providing our users with ML products/tools, shared frameworks, and ML services, we enable our company to validate strategic decisions, make smarter choices, and react to the fast-changing world. We are a small but passionate team with people from different nationalities working together on a single goal.

This role is based in Gurgaon, India. 

In this Role, you will get to:


Lead the team technically in improving scalability, stability, accuracy, speed and efficiency of our existing ML systems and processes.
Build, administer and scale ML processing pipelines.
Be comfortable navigating the following technology stack: Python3, Pyspark, scripting (Bash/Python), Hadoop, SQL, S3 etc.
Should be able to understand internals of ML models such as Random Forest, CNN, Regression models, etc
Design, build, test and deploy new libraries, frameworks or full systems for our core systems while keeping to the highest standards of testing and code quality.
Work with experienced engineers and product owners to identify and build tools to automate many large-scale data management / analysis tasks.
We believe in end-to-end ownership; this role will involve taking ML models to production at a scale.


What You’ll need to Succeed:


Bachelor’s degree in computer science /information systems/engineering/related field
8+ years of experience in software engineering with a minimum of 4+ years in ML
Good experience in Pyspark
Expert level understanding of Python with design patterns and object-oriented programming.
Experience debugging and reasoning about production issues is desirable.
A good understanding of data architecture principles preferred.
Any other experience with Big Data technologies / tools
SQL experience
Analytical problem-solving capabilities & experience.
Systems administration skills in Linux
A strong engineering driven mindset will be required to succeed in this role.


It’s great if you have:


Good understanding of Hadoop ecosystems
Experience working with Open-source products
Experience with Scala development
Working in an agile environment using test driven methodologies


Benefits


Hybrid Working Model
WFH Set Up Allowance
30 Days of Remote Working from anywhere globally every year
Employee discount for accommodation globally
Global team of 90+ nationalities
40+ offices and 25+ countries
Annual CSR / Volunteer Time off
Benevity Subscription for employee donations
Volunteering opportunities globally
Free Headspace subscription
Free Odilo & Udemy subscriptions
Access to Employee Assistance Program (third party for personal and workplace support)
Enhanced Parental Leave
Life, TPD & Accident Insurance


#telaviv #jerusalem #IT #ENG #4 #sanfrancisco #sanjose #losangeles #sandiego #oakland #denver #miami #orlando #atlanta #chicago #boston #detroit #newyork #portland #philadelphia #dallas #houston #austin #seattle #sydney #melbourne #perth #toronto #vancouver #montreal #prague #Brno #Ostrava #cairo #alexandria #giza #estonia #paris #berlin #munich #hamburg #stuttgart #cologne #frankfurt #budapest #bali #dublin #telaviv #milan #rome #venice #florence #naples #turin #palermo #bologna #osaka #malta #amsterdam #oslo #warsaw #krakow #alrayyan #riyadh #jeddah #mecca #medina #singapore #seoul #barcelona #madrid #stockholm #zurich #taipei #tainan #taichung #kaohsiung #bangkok #Phuket #istanbul #london #manchester #edinburgh #hcmc #hanoi #lodz #wroclaw #poznan #katowice #rio #salvador #newdelhi #bangalore #bandung #yokohama #nagoya #okinawa #fukuoka #jerusalem #IT #4 #bangalore #delhi #hyderabad #pune #singapore #beijing #shanghai #shenzhen #tokyo #seoul #hongkong #taipei #kualalumpur #jakarta #hochiminh #hochiminhcity #manila #instanbul #makati #dubai #riyadh #gurgaon #noida

Please review our Hiring Process Guidelines before your interview — click here to learn how interviewing at Agoda works.

Discover More About Working At Agoda


Agoda Careers https://careersatagoda.com
Facebook https://www.facebook.com/agodacareers/
LinkedIn https://www.linkedin.com/company/agoda
YouTube https://www.youtube.com/agodalife


Equal Opportunity Employer 

At Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person’s merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.

We will keep your application on file so that we can consider you for future vacancies and you can always ask to have your details removed from the file. For more details please read our privacy policy.

Disclaimer

We do not accept any terms or conditions, nor do we recognize any agency’s representation of a candidate, from unsolicited third-party or agency submissions. If we receive unsolicited or speculative CVs, we reserve the right to contact and hire the candidate directly without any obligation to pay a recruitment fee.","['agile', 'bash', 'hadoop', 'linux', 'python', 'react', 'scala', 'sql']",8
4395464354.0,"Senior Software Engineer, Backend",Software Engineer,"About the job

Company Description

About Grab and Our Workplace

Grab is Southeast Asia's leading superapp. From getting your favourite meals delivered to helping you manage your finances and getting around town hassle-free, we've got your back with everything. In Grab, purpose gives us joy and habits build excellence, while harnessing the power of Technology and AI to deliver the mission of driving Southeast Asia forward by economically empowering everyone, with heart, hunger, honour, and humility.

Job Description

Get to Know the Team

The Lending team at Grab is focused on building safe, secure, and adaptable loan products that serve diverse user segments across Southeast Asia. Our mission is to guide financial inclusion and empower underbanked partners across the region. We design and operate critical platform components such as the Loan Management System, Repayments Engine, and Product Flow Orchestrator—powering seamless and reliable lending experiences at scale. Our work involves building large-scale distributed systems that impact millions of users, with a emphasis on reliability and scalability. Core engineering principles like idempotency, CAP theorem, and distributed agreement meaningfully contribute to how we architect and evolve our systems. At our core, we are driven by impact—creating financial solutions that make a meaningful difference in people's lives.

Get to Know the Role

You will design, build, and operate backend services that power end‑to‑end lending journeys – from origination and decisioning to servicing and repayments – across multiple markets.

You will work closely with product managers, designers, data and Ops teams to deliver high‑quality features, drive operational excellence, and mentor other engineers. This role is based in Indonesia with close collaboration across distributed teams in Asia.

The Critical Tasks You Will Perform


Design and implement backend services that are robust, scalable, observable, and cost‑efficient, primarily in Golang and running on our Kubernetes‑based platform.
Own end‑to‑end delivery of features and projects: requirements clarification, design, implementation, testing, rollout, and post‑launch monitoring.
Participate in and lead technical discussions and design reviews, making clear trade‑offs that balance reliability, latency, throughput, and cost.
Drive operational excellence: instrument services with metrics, logs and traces; define SLIs/SLOs; improve alerting; perform capacity planning and performance tuning; and handle production incidents during on‑call rotations.
Collaborate with cross‑functional teams (Product, Risk, Data, Mobile, QA, Compliance) to design end‑to‑end lending flows that are safe, compliant, and user‑centric.
Contribute to engineering excellence by improving our CI/CD, testing, documentation, and design standards within the team.
Mentor and guide other engineers, providing constructive code review feedback and sharing best practices in design, coding, and OE.
Support hiring by participating in interviews and helping improve our question banks, guidelines, and job descriptions.


Qualifications

What Essential Skills You Will Need


5+ years of backend engineering experience in a distributed systems environment, with experience with shipping and operating production services at scale.
Computer science fundamentals in data structures, algorithms, and design of large‑scale systems.
Solid experience with at least one modern backend language (e.g. Golang, Java, C++, C#, Python) and a willingness to work with Golang.
Hands‑on experience with relational databases (e.g. MySQL/PostgreSQL) and familiarity with NoSQL/streaming technologies (e.g. Kafka, DynamoDB, Redis) or equivalents.
Experience building and operating REST/gRPC services in a microservices or service‑oriented architecture on a major cloud provider (AWS, GCP, or Azure).
Demonstrated experience for end‑to‑end delivery, including production quality, performance, and reliability.


Additional Information

Life at Grab

We care about your well-being at Grab, here are some of the global benefits we offer:


We have your back with Term Life Insurance and comprehensive Medical Insurance.
With GrabFlex, create a benefits package that suits your needs and aspirations.
Celebrate moments that matter in life with loved ones through Parental and Birthday leave, and give back to your communities through Love-all-Serve-all (LASA) volunteering leave
We have a confidential Grabber Assistance Programme to guide and uplift you and your loved ones through life's challenges.
Balancing personal commitments and life's demands are made easier with our FlexWork arrangements such as differentiated hours


What We Stand For At Grab

We are committed to building an inclusive and equitable workplace that provides equal opportunity for Grabbers to grow and perform at their best. We consider all candidates fairly and equally regardless of nationality, ethnicity, race, religion, age, gender, family commitments, physical and mental impairments or disabilities, and other attributes that make them unique.","['aws', 'azure', 'ci/cd', 'dynamodb', 'gcp', 'golang', 'java', 'kafka', 'kubernetes', 'microservices', 'mysql', 'postgresql', 'python', 'redis', 'solid']",15
4270072411.0,T&T Senior Analyst - Innovation Cloud Development Center - (Outsystems Developer) - ID,Data Analyst,"About the job

Date: 8 Apr 2026

Service Line / Portfolios: Engineering, AI & Data

Location:

Jakarta, ID

Are you ready to unleash your potential?

At Deloitte, our purpose is to make an impact that matters for our clients, our people, and the communities we serve.

We believe we have a responsibility to be a force for good, and WorldImpact is our portfolio of initiatives focused on making a tangible impact on society’s biggest challenges and creating a better future. We strive to advise clients on how to deliver purpose-led growth and embed more equitable, inclusive as well as sustainable business practices.

Hence, we seek talented individuals driven to excel and innovate, working together to achieve our shared goals.

We are committed to creating positive work experiences that foster a culture of respect and inclusion, where diverse perspectives are celebrated, and everyone is recognised for their contributions.

Ready to unleash your potential with us? Join the winning team now!

Work you’ll do


 You will develop middle logic layer and backend handoff to partnering systems. 
 You will involve in database design and development. 
 You will perform primary and secondary research, conduct analyses and appropriate modelling tasks that feeds directly into the development of technology-enabled solutions for tackling our clients’ complex business problems. 
 You will leverage on your training in technology, utilize analytical abilities and communication skills to support the project teams in delivery of our digital solution architectures and in development of work products that addresses our clients’ business needs and help achieve their strategic goals. 
 You will support the project teams in developing presentation materials and in coordination of communications with the client. 
 You will assist the project teams in delivery of business-driven, technology-enabled solutions to help our clients meet pressing challenges and seize opportunities in their respective markets. 
 You will work with diverse and talented project team members to solve problems, improve performance, and generate value for our clients across all industries. 
 You will uphold the firm’s standards and ethos in working with fellow team members and in your interactions with the clients. 
 You will support business development efforts by contributing directly to the preparation, development of proposals, presentations and publications. 


Your role as a leader

At Deloitte, we believe in the importance of empowering our people to be leaders at all levels. We connect our purpose and shared values to identify issues as well as to make an impact that matters to our clients, people and the communities. Additionally, experience analysts/consultants across our Firm are expected to:


 Translate functional requirements into technical design. 
 Take responsibility for technical design and coding (both new or existing systems) 
 Recommend and evaluate detailed design of system components to ensure reusability and flexibility is practiced, where applicable. 
 Develop and update technical documents including technical specifications. 
 Perform unit testing, system integrated testing & user acceptance testing. 
 Responsible for system enhancements, technical support and issues/problem resolution including bugs fixing. 
 Report to and work closely with Project/Team Lead in all aspects of projects delivery. 


Requirements


 Must have at least 2 years of Outsystems platform experience. 
 Bachelor’s degree with at least 2 or more years’ experience in Outsystems, Java, C#, ASP.Net, ADO.Net, JQuery and JavaScript is a plus. 
 Bachelor’s degree with at least 2 year experience consider for developer position. 
 Strong working knowledge of various technology platforms and practices, including, but not limited to, Microsoft .NET technologies, service-oriented architecture, and software development best practices. 
 Strong knowledge of new or latest technology, and able to gauge suitability to the organization’s business, especially in the healthcare provider sectors. 
 A good innovative team player with strong sense of integrity & accountability. 
 Enterprise technologies experience is very much advantageous. 


Due to volume of applications, we regret that only shortlisted candidates will be notified.

Please note that Deloitte will never reach out to you directly via messaging platforms to offer you employment opportunities or request for money or your personal information. Kindly apply for roles that you are interested in via this official Deloitte website.

Requisition ID: 109804

In Indonesia, the services are provided by Imelda & Rekan and other related entities in Indonesia (""Deloitte in Indonesia""), which are affiliates of Deloitte Southeast Asia Ltd. Deloitte Southeast Asia Ltd is a member firm of Deloitte Touche Tohmatsu Limited. Deloitte in Indonesia, which is within the Deloitte Network, is the entity that is providing this Website.","['java', 'javascript']",2
4396945760.0,Data Engineer,Data Engineer,"About the job

We are looking for a Data Engineer at Flip. You will be responsible for building and maintaining scalable data pipelines and core datasets to support data discovery and insights generation. In this role, you will partner closely with data stakeholders to enhance reliability, performance, and extensibility of the data platform, ensuring it meets both current requirements and anticipated future use cases.




About Flip

Rafi, Luqman, and Anjar, who were college friends in Universitas Indonesia, started Flip as a project in 2015 to transfer payments to each other at a fraction of what banks would charge them. They are pioneers in the Indonesian market, with their technology now helping millions of Indonesians, both individuals and businesses, carry out bank-to-bank money transfers through a reliable and seamless app.




After five years of operations, Flip has helped Indonesians transfer money worth several trillions of rupiah and has received double-digit funding from respectable investors such as Sequoia India, Insight Partner, and Insignia. Flip’s ultimate mission is to give Indonesians access to one of the most progressive and fairest financial services in the world.




What You'll Do

Build and maintain batch data pipelines for ingestion into BigQuery from multiple sources
Support the creation of MVP data transformations and analytics datasets
Schedule and automate reporting pipelines using orchestration tools
Collaborate with data analysts to enable reporting and dashboards
Ensure data quality, documentation, and reproducibility of workflows




What We're Looking For

2+ years of experience in data engineering or analytics engineering
Solid SQL and Python skills for ETL/ELT workflows and be able to implement it on production-ready
Experience and knowledge of good practices with cloud data warehouses (BigQuery, Athena, etc)
Familiarity with orchestration tools (Airflow, Argo, dbt) to deliver SLA driven pipeline design
Comfortable working in Git-based workflows and supporting CI/CD processes
Familiarity with Terraform is a plus
Experience with building a data warehouse is a plus
Experience working with variety of stakeholders outside Data team is a plus
Experience with data quality/governance best practices is a plus","['airflow', 'bigquery', 'ci/cd', 'dbt', 'git', 'python', 'solid', 'sql', 'terraform']",9
4399124003.0,Full Stack Engineer,Fullstack Developer,"About the job

Key Responsibilities

Design, develop, test, and deploy web applications using C# and ASP.NET Core.
Build and integrate RESTful APIs to support front-end and third-party services.
Develop responsive and user-friendly interfaces using TypeScript and modern JavaScript frameworks (Angular).
Manage and optimize database operations using SQL Server and Entity Framework.
Write and maintain efficient PL/SQL scripts, including procedures, functions, and views.
Implement and maintain scalable application architecture using MVC, repository pattern, DTO, and microservices.
Collaborate with cross-functional teams to gather requirements and deliver high-quality solutions.
Use GitHub for version control, code management, and collaboration.
Participate in code reviews to ensure code quality, performance, and security.
Support deployment processes and contribute to CI/CD pipelines and DevOps practices (Azure DevOps, Docker – if applicable).
Troubleshoot, debug, and upgrade existing systems to improve performance and reliability.

Qualifications & Requirements

Bachelor’s degree in Computer Science, Information Technology, or a related field.
Minimum 2 years of experience as an Application Developer or similar role.
Proficiency in C#, ASP.NET Core, and understanding of backend development concepts.
Experience with Angular.
Strong knowledge of SQL Server and Entity Framework.
Proficiency in PL/SQL (DDL, DML, DCL, TCL, procedures, views, functions).
Solid understanding of REST API development and integration.
Familiarity with software architecture patterns (MVC, microservices, repository pattern, DTO).
Experience with GitHub or similar version control systems.
Knowledge of Azure DevOps, CI/CD pipelines, and Docker is a plus.
Basic knowledge of Python is an advantage.




Soft Skills

Strong communication and collaboration skills.
Excellent problem-solving and analytical thinking abilities.
High attention to detail and commitment to writing clean, efficient code.
Ability to work in a fast-paced, agile development environment.
Willingness to learn and adapt to new technologies.","['agile', 'angular', 'azure', 'ci/cd', 'docker', 'javascript', 'microservices', 'python', 'rest api', 'solid', 'sql', 'typescript']",12
4401711977.0,Backend Engineer,Backend Developer,"About the job

About us:

FIT HUB is a venture-backed technology driven health and wellness startup based in Jakarta, Indonesia. Founded in 2020, FIT HUB’s mission is to democratize access to Health and Wellness for all Indonesians. We believe that everyone should have access to improving their health and wellness, so we’ve built FIT HUB from the ground up to make exercising friendly, affordable, and fun for new gym-goers and fitness-enthusiasts alike. 




The Opportunity: 

As a Backend Engineer, you will be part of the Engineering Team. You will play a key role in designing, building, and optimizing backend systems that power our operational and customer engagement platforms.

You will work on high-impact systems such as user engagement, personal trainer management, HR System, and data-driven services, ensuring scalability, reliability, and performance across our platform.




What You Will Do:

Collaborate with Product, Design, Commercial, and Operations teams to deliver scalable and high-quality features.
Design and develop scalable RESTful APIs and backend services using Go.
Define data models, API contracts, and system architecture for new features.
Optimize application performance, including database queries and system throughput.
Handle concurrent processes and ensure efficient resource utilization.
Troubleshoot production issues, identify bottlenecks, and implement improvements.
Contribute to system reliability, monitoring, and observability.
Implement and improve CI/CD pipelines and deployment processes.
Ensure system security and follow backend best practices.




What We Need:

Bachelor’s degree in Computer Science or equivalent experience.
3-4 years of experience as a Backend Engineer.
Strong hands-on experience with Go (Golang).
Solid understanding of data structures, algorithms, and basic system design.
Proven experience in building and maintaining RESTful APIs.
Experience with relational databases (PostgreSQL/MySQL) and NoSQL (DynamoDB/Firestore).
Familiarity with cloud platforms such as AWS or GCP.
Experience with version control and CI/CD processes.
Strong problem-solving skills and ability to work independently.","['aws', 'ci/cd', 'dynamodb', 'gcp', 'go', 'golang', 'mysql', 'postgresql', 'solid']",9
